A log after Defold could not be started. The effect is a counter in the bottom left, Changed Files panel, and the project never finishing loading, requiring shutdown via Task Manager:

2026-07-23 03:52:27.811 306  [JavaFX-Launcher] WARN  javafx - Unsupported JavaFX configuration: classes were loaded from 'unnamed module @389fa4cf'
2026-07-23 03:52:29.554 2049 [Thread-4] INFO  com.defold.libs.ResourceUnpacker - deleting old unpack dirs from C:\Users\Jennifer\AppData\Local\Defold\unpack
2026-07-24 03:51:48.977 2242 [] INFO  com.defold.libs.ResourceUnpacker - preloaded bundled native library 'particle_shared' from C:\Users\Jennifer\AppData\Local\Defold\unpack\f735c12192bf95684e6ae1ae27c400b8170fc6d8-x86_64\x86_64-win32\lib\particle_shared.dll
2026-07-24 03:51:48.978 2243 [Thread-4] INFO  com.defold.libs.ResourceUnpacker - preloaded 8 bundled native libraries from C:\Users\Jennifer\AppData\Local\Defold\unpack\f735c12192bf95684e6ae1ae27c400b8170fc6d8-x86_64\x86_64-win32\lib
2026-07-24 03:51:59.029 12294 [Timer-0] INFO  editor.updater - {:line 304, :message "Checking for updates", :url "https://d.defold.com/editor2/channels/stable/update-v4.json"}
2026-07-24 03:52:00.471 13736 [Timer-0] INFO  editor.updater - {:line 311, :message "No update found"}

===========================

After crashing when trying to create a GO component in the Assets Panel for a factory:

2026-07-25 00:26:57.498 21616262 [Timer-0] INFO  editor.updater - {:line 304, :message "Checking for updates", :url "https://d.defold.com/editor2/channels/stable/update-v4.json"}
2026-07-25 00:26:57.685 21616449 [Timer-0] INFO  editor.updater - {:line 311, :message "No update found"}
2026-07-25 01:26:57.685 25216449 [Timer-0] INFO  editor.updater - {:line 304, :message "Checking for updates", :url "https://d.defold.com/editor2/channels/stable/update-v4.json"}
2026-07-25 01:26:57.864 25216628 [Timer-0] INFO  editor.updater - {:line 311, :message "No update found"}
2026-07-25 02:26:57.865 28816629 [Timer-0] INFO  editor.updater - {:line 304, :message "Checking for updates", :url "https://d.defold.com/editor2/channels/stable/update-v4.json"}
2026-07-25 02:26:58.047 28816811 [Timer-0] INFO  editor.updater - {:line 311, :message "No update found"}
2026-07-25 02:41:59.978 29718742 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached loaded save data in system cache.", :total 1283, :retained 112, :unretained 1171, :limit 20000}
2026-07-25 02:42:09.993 29728757 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1197, :retained 109, :unretained 1088, :limit 20000}
2026-07-25 02:42:40.433 29759197 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1364, :retained 109, :unretained 1255, :limit 20000}
2026-07-25 02:42:43.252 29762016 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1362, :retained 109, :unretained 1253, :limit 20000}
